Information listing created by	Miguel F. Vieira
Date	08-Dec-2023 11:57:06
Current work part	C:\Universidade\MComp\Trabalho Computacional\NX Geom Simples\T3\fem1simplesT3.fem
Node name	DESKTOP-A2B5UUA


 
------------------------------------------------------------
 
              ELEMENT INFORMATION
 
------------------------------------------------------------
 
 
ELEMENT INFORMATION
  Label                | Element Type   | Mesh           | Mesh Collector     | Connected Nodes
  294                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 199 137 198
  295                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 137 138 136
  296                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 137 199 138
  297                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 139 130 129
  298                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 136 139 137
  299                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 139 140 130
  300                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 139 136 140
  301                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 135 140 136
  302                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 140 131 130
  303                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 140 148 131
  304                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 198 141 197
  305                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 141 137 139
  306                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 141 198 137
  307                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 139 142 141
  308                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 142 129 128
  309                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 142 139 129
  310                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 197 142 196
  311                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 197 141 142
  312                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 182 195 127
  313                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 182 209 195
  314                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 127 195 143
  315                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 196 143 195
  316                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 143 128 127
  317                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 142 143 196
  318                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 142 128 143
  319                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 144 134 133
  320                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 134 146 135
  321                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 146 144 145
  322                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 146 134 144
  323                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 145 147 146
  324                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 147 93 92
  325                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 147 145 93
  326                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 132 147 92
  327                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 131 148 132
  328                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 140 135 148
  329                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 148 147 132
  330                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 146 148 135
  331                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 146 147 148
  332                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 144 150 145
  333                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 151 144 133
  334                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 150 151 149
  335                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 150 144 151
  336                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 149 202 203
  337                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 149 151 202
  338                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 201 151 133
  339                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 201 202 151
  340                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 205 152 204
  341                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 153 152 205
  342                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 97 153 98
  343                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 97 152 153
  344                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 206 153 205
  345                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 183 206 210
  346                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 153 183 98
  347                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 153 206 183
  348                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 154 204 152
  349                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 203 154 149
  350                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 203 204 154
  351                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 155 96 95
  352                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 152 97 156
  353                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 96 156 97
  354                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 155 156 96
  355                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 156 154 152
  356                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 156 155 154
  357                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 149 157 150
  358                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 157 154 155
  359                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 157 149 154
  360                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 158 95 94
  361                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 155 158 157
  362                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 155 95 158
  363                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 158 150 157
  364                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 158 145 150
  365                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 145 94 93
  366                  | CPLSTS3        | 2d_mesh(1)     | Plane Stress XY(1) | 145 158 94
 
------------------------------------------------------------
 
